UserID,Country,Latitude,Longitude
1004856,United Kingdom,55.378051,-3.435973
240218,United Kingdom,55.378051,-3.435973
802762,United Kingdom,55.378051,-3.435973
1441806,United Kingdom,55.378051,-3.435973
1638776,United Kingdom,55.378051,-3.435973
1888770,United Kingdom,55.378051,-3.435973
5446985,United Kingdom,55.378051,-3.435973
614616,United Kingdom,55.378051,-3.435973
2585294,United Kingdom,55.378051,-3.435973
961333,United Kingdom,55.378051,-3.435973
177664,United Kingdom,55.378051,-3.435973
1345882,United Kingdom,55.378051,-3.435973
8454533,United Kingdom,55.378051,-3.435973
2458942,United Kingdom,55.378051,-3.435973
2479446,United Kingdom,55.378051,-3.435973
1162044,United Kingdom,55.378051,-3.435973
2220743,United Kingdom,55.378051,-3.435973
3173603,United Kingdom,55.378051,-3.435973
483162,United Kingdom,55.378051,-3.435973
181622,United Kingdom,55.378051,-3.435973
4835120,United Kingdom,55.378051,-3.435973
579228,United Kingdom,55.378051,-3.435973
396121,United Kingdom,55.378051,-3.435973
278816,United Kingdom,55.378051,-3.435973
4944046,United Kingdom,55.378051,-3.435973
1915437,United Kingdom,55.378051,-3.435973
11255097,United Kingdom,55.378051,-3.435973
1877225,United Kingdom,55.378051,-3.435973
2751959,United Kingdom,55.378051,-3.435973
2987488,United Kingdom,55.378051,-3.435973
8466237,United Kingdom,55.378051,-3.435973
369313,United Kingdom,55.378051,-3.435973
24283,United Kingdom,55.378051,-3.435973
47775,United Kingdom,55.378051,-3.435973
520658,United Kingdom,55.378051,-3.435973
413436,United Kingdom,55.378051,-3.435973
21849,United Kingdom,55.378051,-3.435973
456461,United Kingdom,55.378051,-3.435973
594583,United Kingdom,55.378051,-3.435973
2500842,United Kingdom,55.378051,-3.435973
